id,date,publication,title,url,link,image,type,language,person_or_company,source,thread_id,attachment_note,confidence,hidden,pub_rank,notes
2017-03-macgeekgab-lima-podcast,2017-03,The Mac Observer's Mac Geek Gab Podcast (USA),Lima mention (March 2017 batch),,,,online,en,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,true,999,US podcast mention named in Rumeur Publique March 2017 revue de presse
2017-03-lesechos-lima-ultra-democratiser,2017-03,Les Echos,Le Lima Ultra veut démocratiser le cloud personnel,https://www.lesechos.fr/tech-medias/hightech/0211881426911-le-lima-ultra-veut-democratiser-le-cloud-personnel-2073376.php,https://www.lesechos.fr/tech-medias/hightech/0211881426911-le-lima-ultra-veut-democratiser-le-cloud-personnel-2073376.php,,online,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,true,7,Direct link given by Rumeur Publique
2017-03-itforbusiness-lima-cloud-personnel,2017-03,IT for Business,Un cloud personnel haute performance,http://www.itforbusiness.fr/thematiques/cloud-computing/item/8937-un-cloud-personnel-haute-performance,http://www.itforbusiness.fr/thematiques/cloud-computing/item/8937-un-cloud-personnel-haute-performance,,online,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,true,999,Direct link given by Rumeur Publique
2017-03-lemondeinformatique-lima-cloud,2017-03,Le Monde Informatique,Un petit cloud personnel avec Lima,http://www.lemondeinformatique.fr/actualites/lire-un-petit-cloud-personnel-avec-lima-67887.html,http://www.lemondeinformatique.fr/actualites/lire-un-petit-cloud-personnel-avec-lima-67887.html,,online,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,true,999,Direct link given by Rumeur Publique
2017-06-ecrantotal-lima-vivatech,2017-06-14,Ecran Total,Viva Tech (Lima mentioned),,,,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-14-1013@E_T_ECRAN_TOTAL.pdf,confirmed,true,999,Daily marcom trade publication
2017-06-relaxnews-lima-vivatech,2017-06-16,Relaxnews,Viva Tech (Lima mentioned),,,,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-16-1059@RELAXNEWS.pdf,confirmed,true,999,Wire agency
2017-06-latribune-hardwareclub,2017-06-17,La Tribune (newsletter),Levée de fonds du Hardware Club (Lima mentioned as portfolio company),,,,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-17-1016@LA_TRIBUNE.pdf,confirmed,true,999,Newsletter edition
2017-06-itespresso-hardwareclub,2017-06-19,IT Espresso,Levée de fonds du Hardware Club (Lima mentioned),,,,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-19-1236@IT_ESPRESSO_FR.pdf,confirmed,true,999,Newsletter edition
2017-06-itrnews-hardwareclub,2017-06-19,ITR News,Levée de fonds du Hardware Club (Lima mentioned),,,,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-19-1238@ITRNEWS_COM.pdf,confirmed,true,999,Newsletter edition
2017-06-itchannel-hardwareclub,2017-06-19,IT Channel,Levée de fonds du Hardware Club (Lima mentioned),,,,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-19-1463@ITCHANNEL_INFO.pdf,confirmed,true,999,Newsletter edition
2017-06-infodsi-hardwareclub,2017-06-21,Info DSI,Levée de fonds du Hardware Club (Lima mentioned),,,,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-21-1315@INFODSI_MAGAZINE.pdf,confirmed,true,999,Newsletter edition
2017-06-metropolis-lima-ultra-test,2017-06-26,Metropolis (Italie),Test du Lima Ultra,,,,print,it,lima,rumeur-publique-email,15d11e56331291fd,31 - Metropolis del 26 Giugno 2017.jpg,confirmed,true,999,Italian outlet product test
2017-06-lesechos-tribune-flattin,2017-06-30,Les Echos,Tribune libre de Mathias Flattin,,,,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-30-1543@LES_ECHOS.pdf,confirmed,true,7,Op-ed by Lima co-founder/exec Mathias Flattin
2019-02-macg-lima-ferme-service-inutilisable,2019-02-13,MacGeneration,"Lima ferme, le service inutilisable à partir du 1er mars",https://www.macg.co/logiciels/2019/02/lima-ferme-le-service-inutilisable-partir-du-1er-mars-105242,https://www.macg.co/logiciels/2019/02/lima-ferme-le-service-inutilisable-partir-du-1er-mars-105242,https://cdn.mgig.fr/2019/02/mg-3a08db96-c518-45dd-beb4_accroche.jpg,online,fr,lima;severin-marcombes,web-search,,,confirmed,false,16,"Reports Lima shutdown for financing reasons per Marcombes; servers going offline March 1, 2019, cutting off ~80,000 users worldwide, who must export data before the deadline."
2019-02-nextinpact-lima-ferme-portes-80000-utilisateurs,2019-02-14,Next (ex-Next INpact),"Lima ferme ses portes, plus de 80 000 utilisateurs sur le carreau",https://next.ink/brief_article/lima-ferme-ses-portes-plus-de-80-000-utilisateurs-sur-le-carreau/,https://next.ink/brief_article/lima-ferme-ses-portes-plus-de-80-000-utilisateurs-sur-le-carreau/,https://cdn.next.ink/inpactv7/data-next/images/bd/wide-linked-media/8249.jpg,online,fr,lima;severin-marcombes,web-search,,,confirmed,false,17,"Quotes Marcombes' Medium closure post; cites $3.7M raised in the 2013 Kickstarter and full infrastructure shutdown from March 1, 2019."
2019-02-clubic-lima-termine-cloud-personnel,2019-02-18,Clubic,Lima : c'est terminé pour le projet de cloud personnel malgré son kickstarter réussi,https://www.clubic.com/pro/actualite-e-business/investissement/actualite-850875-clap-fin-lima-projet-cloud-personnel-malgre-souleve-kickstarter.html,https://www.clubic.com/pro/actualite-e-business/investissement/actualite-850875-clap-fin-lima-projet-cloud-personnel-malgre-souleve-kickstarter.html,https://pic.clubic.com/v1/images/1699626/raw,online,fr,lima;severin-marcombes,web-search,,,confirmed,false,15,"Closure coverage; ~80,000 active users affected, users asked (unsuccessfully) for the code to be open-sourced; quotes Marcombes' 'financial problems we couldn't overcome' statement."
2019-02-rudebaguette-lima-cloud-personnel-fermeture,2019-02-26,Rude Baguette,"Lima, la start-up française au routeur cloud personnel, met la clé sous la porte",https://www.rudebaguette.com/2019/02/lima-cloud-personnel-fermeture/,https://www.rudebaguette.com/2019/02/lima-cloud-personnel-fermeture/,https://www.rudebaguette.com/wp-content/uploads/2019/02/lima-cloud-personnel-fermeture-_-Rude-Baguette-650x291.jpg,online,fr,lima;severin-marcombes,web-search,,,confirmed,false,18,"Closure recap: founded 2011 by Marcombes, €3.5M raised, 60 employees, 80,000 customers; first French startup past $1M on Kickstarter (2013); quotes Marcombes' closure statement."
2022-09-maddyness-dix-ans-apres-marcombes-creative-robots,2022-09-14,Maddyness,"Dix ans après : que devient Séverin Marcombes, le fondateur de Lima ?",https://www.maddyness.com/2022/09/14/severin-marcombes-lima-creative-robots/,https://www.maddyness.com/2022/09/14/severin-marcombes-lima-creative-robots/,https://www.maddyness.com/app/uploads/2022/09/SEVERIN_MARCOMBES.png,online,fr,severin-marcombes;lima,web-search,,,confirmed,false,13,"Ten-years-later retrospective covering Lima's rise and cash-flow failure, plus Marcombes' new venture Creative Robots (AI-focused, landing page live); quote: 'Je revivrais bien la plupart de l'aventure… modulo peut-être la partie finale.'"
2013-08-zdnet-lima-meet-privacy-space-backups,2013-08,ZDNet,"Meet Lima: Storage that means you never have to worry about privacy, space, or back-ups",https://www.zdnet.com/article/meet-lima-storage-that-means-you-never-have-to-worry-about-privacy-space-or-back-ups/,https://www.zdnet.com/article/meet-lima-storage-that-means-you-never-have-to-worry-about-privacy-space-or-back-ups/,https://www.zdnet.com/wp-content/uploads/sites/3/lima-on-smartphone.jpg,online,en,lima,web-search,,,confirmed,false,2,Added by Séverin directly.
2013-07-rudebaguette-forgetbox-plug-kickstarter,2013-07,Rude Baguette,Forgetbox's Plug Kickstarter campaign raises $70K in 12 Hours to turn any hard drive into your cloud,https://www.rudebaguette.com/en/2013/07/forgetboxs-plug-kickstarter-campaign-raises-70k-in-12-hours-to-turn-any-hard-drive-into-your-cloud/,https://www.rudebaguette.com/en/2013/07/forgetboxs-plug-kickstarter-campaign-raises-70k-in-12-hours-to-turn-any-hard-drive-into-your-cloud/,https://www.rudebaguette.com/wp-content/uploads/2013/07/237c6b6e529bab532cc1a7dd19de0944_large-e1373529355255.png,online,en,lima,web-search,,,confirmed,false,18,"ForgetBox is Lima's earlier name/product -- this predates the Lima rebrand, covering the 'Plug' device and its Kickstarter launch."
2012-04-jaimelesstartups-forgetbox,2012-04-04,J'aime les Startups,ForgetBox,https://www.jaimelesstartups.fr/forgetbox-mashupbday-envoi-gros-fichier-partage-fichier/,https://www.jaimelesstartups.fr/forgetbox-mashupbday-envoi-gros-fichier-partage-fichier/,,online,fr,severin-marcombes,web-search,,,confirmed,false,19,"Covers ForgetBox, Séverin's file-sending product before Lima -- the earliest press mention found."
